categoria,nombre,precio,precio_transferencia,descripcion,variantes,url
"" ,"BOCADITOS DEL MAR X 45 GRS","Precio sin impuestos
                            : $0,00","$3.100,00 Precio sin impuestos $2.561,98 $2.945,00 con Transferencia o depósito bancario 💰","PROMOCIONES NO ACUMULABLES CON OTROS DESCUENTOS Bocaditos semi húmedos con sabores del mar. Cuentan con el aporte de Omega 3, lo que ayuda a mantener el pelo suave y brillante de tu gato. Además, prot","","https://lamascoteranoa.com.ar/productos/bocaditos-del-mar-x-45-grs/"
"" ,"BOLSA BOCADITO GOLOCAN X100GRS (CARNE POLLO Y CHOCOLATE)","Precio sin impuestos
                            : $0,00","$2.800,00 Precio sin impuestos $2.314,05 $2.660,00 con Transferencia o depósito bancario 💰","PROMOCIONES NO ACUMULABLES CON OTROS DESCUENTOS Sabrosos bocaditos húmedos de consistencia soft y blanda, este mix de tres tipos hechos a base de carne, pollo y trigo, con un toque de aroma a chocolat","","https://lamascoteranoa.com.ar/productos/bolsa-bocadito-golocan-x100grs-carne-pollo-y-chocolate/"
"" ,"BOLSA BOCADITO GOLOCAN X100GRS (CHOCOLATE CON LECHE)","Precio sin impuestos
                            : $0,00","$2.800,00 Precio sin impuestos $2.314,05 $2.660,00 con Transferencia o depósito bancario 💰","PROMOCIONES NO ACUMULABLES CON OTROS DESCUENTOS ¡Bolsa Bocadito Golocan X100grs para consentir a tu peludo amiguito! Estos sabrosos bocaditos semi húmedos, con consistencia soft y blanda, son ideales ","","https://lamascoteranoa.com.ar/productos/bolsa-bocadito-golocan-x100grs-chocolate-con-leche/"
"" ,"BOLSA BOCADITO GOLOCAN X100GRS (JAMON QUESO Y ESPINACA)","Precio sin impuestos
                            : $0,00","$2.800,00 Precio sin impuestos $2.314,05 $2.660,00 con Transferencia o depósito bancario 💰","PROMOCIONES NO ACUMULABLES CON OTROS DESCUENTOS Sabrosos bocadillos suaves y tiernos, ideales para mimar y gratificar a las mascotas de manera saludable; perfectos para reforzar el aprendizaje y premi","","https://lamascoteranoa.com.ar/productos/bolsa-bocadito-golocan-x100grs-jamon-queso-y-espinaca/"
"" ,"BOLSA BOCADITO GOLOCAN X100GRS (MANZANA FRUTILLA Y DURAZNO)","Precio sin impuestos
                            : $0,00","$2.800,00 Precio sin impuestos $2.314,05 $2.660,00 con Transferencia o depósito bancario 💰","PROMOCIONES NO ACUMULABLES CON OTROS DESCUENTOS Deliciosos bocaditos blandos y suaves, ideales para consentir y mimar a las mascotas de manera saludable; ideales para fortalecer el aprendizaje y premi","","https://lamascoteranoa.com.ar/productos/bolsa-bocadito-golocan-x100grs-manzana-frutilla-y-durazno/"
"" ,"BOLSA BOCADITO GOLOCAN X500GRS (CARNE POLLO Y CHOCOLATE)","Precio sin impuestos
                            : $0,00","$12.000,00 Precio sin impuestos $9.917,36 $11.400,00 con Transferencia o depósito bancario 💰","Deliciosos bocaditos húmedos de consistencia suave, elaborados con carne, pollo y trigo, con un agradable aroma a chocolate. No solo son sabrosos, sino también nutritivos para tu perro. Estos bocadito","","https://lamascoteranoa.com.ar/productos/bolsa-bocadito-golocan-x500grs-carne-pollo-y-chocolate/"
"" ,"BOLSA BOCADITO GOLOCAN X500GRS (CHOCOLATE CON LECHE)","Precio sin impuestos
                            : $0,00","$12.000,00 Precio sin impuestos $9.917,36 $11.400,00 con Transferencia o depósito bancario 💰","Deliciosos bocaditos blandos y suaves, ideales para consentir y mimar a las mascotas de manera saludable; ideales para fortalecer el aprendizaje y premiar en el momento adecuado. Estos snacks pueden r","","https://lamascoteranoa.com.ar/productos/bolsa-bocadito-golocan-x500grs-chocolate-con-leche/"
"" ,"BOLSITA REPUESTO","Precio sin impuestos
                            : $0,00","$1.400,00 Precio sin impuestos $1.157,02 $1.330,00 con Transferencia o depósito bancario 💰","BOLSITAS PARA RESIDUOS Cada rollo incluye 15 bolsitas , ideales para paseos diarios con tu perro. Fabricadas en material resistente, no se rompen fácilmente y permiten una recolección segura.","","https://lamascoteranoa.com.ar/productos/bolsita-repuesto1/"
"" ,"BOLSO TRANSPORTADOR CON REJILLA CHICO","Precio sin impuestos
                            : $0,00","$81.800,00 Precio sin impuestos $67.603,31 $77.710,00 con Transferencia o depósito bancario 💰","Con este práctico bolso transportador, puedes llevar a tu compañero de aventuras con vos a todas partes. Es compacto, liviano, incluye una cómoda colchoneta interna y cuenta con aberturas seguras, ade","","https://lamascoteranoa.com.ar/productos/bolso-transportador-con-rejilla-chico/"
"" ,"BOLSO TRANSPORTADOR P+","Precio sin impuestos
                            : $0,00","$40.900,00 Precio sin impuestos $33.801,65 $38.855,00 con Transferencia o depósito bancario 💰","Transportá a tu gato o perro pequeño de forma cómoda y segura con esta práctica transportadora. Su diseño compacto y liviano, con ventana circular, permite que tu mascota viaje tranquila y sin estrés.","","https://lamascoteranoa.com.ar/productos/bolso-transportador-p-gg2aa/"
"" ,"Balanced Gatito x 7.5 kg","Precio sin impuestos
                            : $0,00","$76.700,00 Precio sin impuestos $63.388,43 $72.865,00 con Transferencia o depósito bancario 💰","Programa Óptimo Crecimiento. Indicado para gatos cachorros desde el destete hasta los 12 meses. Vitalcan Balanced es ideal para gatos cachorros porque su Programa Óptimo Crecimiento les proporciona: P","","https://lamascoteranoa.com.ar/productos/balanced-gatito-x-7-5-kg/"
"" ,"Balanced Gato Adulto x 2 kg.","Precio sin impuestos
                            : $0,00","$23.900,00 Precio sin impuestos $19.752,07 $22.705,00 con Transferencia o depósito bancario 💰","Programa Equilibrio Saludable. Indicado para gatos adultos de 1 a 7 años. Vitalcan Balanced es ideal para gatos adultos porque su Programa Equilibrio Saludable les proporciona: Salud de vías urinarias","","https://lamascoteranoa.com.ar/productos/balanced-gato-adulto-x-2-kg/"
"" ,"Balanced Gato Adulto x 7.5 kg.","Precio sin impuestos
                            : $0,00","$69.500,00 Precio sin impuestos $57.438,02 $66.025,00 con Transferencia o depósito bancario 💰","Programa Equilibrio Saludable. Indicado para gatos adultos de 1 a 7 años. Vitalcan Balanced es ideal para gatos adultos porque su Programa Equilibrio Saludable les proporciona: Salud de vías urinarias","","https://lamascoteranoa.com.ar/productos/balanced-gato-adulto-x-7-5-kg/"
"" ,"Balanced Gato Control PH x 2 kg","Precio sin impuestos
                            : $0,00","$27.600,00 Precio sin impuestos $22.809,92 $26.220,00 con Transferencia o depósito bancario 💰","Vitalcan Balanced Gato control PH está Indicado para gatos adultos que hayan presentado cristaluria o urolitiasis y donde es necesario el control del PH urinario de por vida. Dado que el gato es una e","","https://lamascoteranoa.com.ar/productos/balanced-gato-control-ph-x-2-kg/"
"" ,"Balanced Gato Senior x 2 kg.","Precio sin impuestos
                            : $0,00","$26.600,00 Precio sin impuestos $21.983,47 $25.270,00 con Transferencia o depósito bancario 💰","Programa Calidad de Vida. Indicado para gatos maduros mayores de 7 años Vitalcan Balanced es ideal para gatos maduros mayores de 7 años porque su Programa Calidad de Vida les proporciona: Proteínas de","","https://lamascoteranoa.com.ar/productos/balanced-gato-senior-x-2-kg/"
"" ,"Bandeja sanitaria grande","Precio sin impuestos
                            : $0,00","$85.300,00 Precio sin impuestos $70.495,87 $81.035,00 con Transferencia o depósito bancario 💰","DESCRIPCION Bandeja sanitaria grande Para perros machos y hembras Caracteristicas: Medidas: 69cm x 48cm Diferenciadas para perros machos  o hembras","","https://lamascoteranoa.com.ar/productos/bandeja-sanitaria-grande/"
"" ,"Baston growis x 70grs","Precio sin impuestos
                            : $0,00","$7.500,00 Precio sin impuestos $6.198,35 $7.125,00 con Transferencia o depósito bancario 💰","PROMOCIONES NO ACUMULABLES CON OTROS DESCUENTOS Baston x 70grs Dental nutritivo para perros de todas las edades y tamaños Caracteristicas :  Bocas más sanas junto a nuestro snack dental Baston. ¡Mejor","","https://lamascoteranoa.com.ar/productos/baston-growis-x-70grs/"
"" ,"Baño BABS x 120 ml.","Precio sin impuestos
                            : $0,00","$8.300,00 Precio sin impuestos $6.859,50 $7.885,00 con Transferencia o depósito bancario 💰","Antiparasitario externo en líquido emulsionable sin enjuague para caninos. Con BAÑO GARRAPATICIDA Y PULGUICIDA BABS® los parásitos mueren de inmediato gracias a su rápido poder de volteo. También pose","","https://lamascoteranoa.com.ar/productos/bano-babs-x-120-ml/"
"" ,"Bebedero para Hamster","Precio sin impuestos
                            : $0,00","$4.800,00 Precio sin impuestos $3.966,94 $4.560,00 con Transferencia o depósito bancario 💰","Este bebedero es ideal para mantener siempre hidratada a tu mascota. Es fácil de instalar y limpiar, perfecto para que tu pequeño amiguito tenga acceso al agua fresca en todo momento. Además, este beb","","https://lamascoteranoa.com.ar/productos/bebedero-para-hamster/"
"" ,"Belcan Cachorro x 15 kg.","Precio sin impuestos
                            : $0,00","$27.900,00 Precio sin impuestos $23.057,85 $26.505,00 con Transferencia o depósito bancario 💰","DESCRIPCION : Alimento balanceado seco para perros cachorros. Caracteristicas: Con todos los nutrientes para que el cachorro crezca lindo y saludable, Belcan Cachorro ofrece un alimento equilibrado pa","","https://lamascoteranoa.com.ar/productos/belcan-cachorro-x-15-kg/"
"" ,"Bocaditos Golocan x 500 grs.","Precio sin impuestos
                            : $0,00","$12.000,00 Precio sin impuestos $9.917,36 $11.400,00 con Transferencia o depósito bancario 💰","PROMOCIONES NO ACUMULABLES CON OTROS DESCUENTOS DESCRIPCION Golosinas tipo snacks semis humedos Para perros de todos los tamaños Caracteristicas : Deliciosos bocaditos blandos y semihúmedos Golocan en","","https://lamascoteranoa.com.ar/productos/bocaditos-golocan-x-500-grs/"
"" ,"Bolso Transportador","Precio sin impuestos
                            : $0,00","$45.500,00 Precio sin impuestos $37.603,31 $43.225,00 con Transferencia o depósito bancario 💰","Práctico bolso transportador para tu mascota. Es de fácil almacenamiento ya que se puede plegar y ocupa poco espacio. Viene en 3 tamaños distintos: Bolso transportador Nº1: 37 cm x 24 cm x 18 cm Bolso","","https://lamascoteranoa.com.ar/productos/bolso-transportador/"
"" ,"Bozal 8","Precio sin impuestos
                            : $0,00","$4.600,00 Precio sin impuestos $3.801,65 $4.370,00 con Transferencia o depósito bancario 💰","DESCRIPCION Bozal de nylon Para perros de todos los tamaños Caracteristicas : bozal de nylon con herraje niquelado reforzado, con remaches de acuerdo al esfuerzo de la pieza. viene en varios tamaños: ","","https://lamascoteranoa.com.ar/productos/bozal-8/"
"" ,"Bozal Rejilla Plastico","Precio sin impuestos
                            : $0,00","$12.100,00 Precio sin impuestos $10.000,00 $11.495,00 con Transferencia o depósito bancario 💰","DESCRIPCION Bozal rejilla plasticas Para perros de todos los tamaños. Caracteristicas : Bozal rejilla con cinta sintética ajustable con broches plásticos, Ideal para sacar a pasear tu perro con tranqu","","https://lamascoteranoa.com.ar/productos/bozal-rejilla-plastico/"
"" ,"Bozal de Cuero Blondi para Perros","Precio sin impuestos
                            : $0,00","$10.900,00 Precio sin impuestos $9.008,26 $10.355,00 con Transferencia o depósito bancario 💰","DESCRIPCION Bozal de cuero. Para perros de todos los tamaños Caracteristicas : Bozal de cuero con hebilla de acero de excelente calidad. de todos los tamaños: N°0: Recomendado perros mini N°1: Recomen","","https://lamascoteranoa.com.ar/productos/bozal-de-cuero-blondi-para-perros/"
"" ,"Bravecto 1000 mg. - de 20 a 40 kg.","Precio sin impuestos
                            : $0,00","$68.300,00 Precio sin impuestos $56.446,28 $64.885,00 con Transferencia o depósito bancario 💰","Comprimidos masticables via oral para perros Para el tratamiento y prevencion de infestaciones con pulgas y garrapatas en perros. Actua en forma inmediata y presistente durante 12 semanas. 1 comprimid","","https://lamascoteranoa.com.ar/productos/bravecto-1000-mg-de-20-a-40-kg/"
"" ,"Bravecto 112.5 mg. - de 2 a 4.5 kg.","Precio sin impuestos
                            : $0,00","$42.200,00 Precio sin impuestos $34.876,03 $40.090,00 con Transferencia o depósito bancario 💰","Comprimidos masticables via oral para perros Para el tratamiento y prevencion de infestaciones con pulgas y garrapatas en perros. Actua en forma inmediata y presistente durante 12 semanas. 1 comprimid","","https://lamascoteranoa.com.ar/productos/bravecto-112-5-mg-de-2-a-4-5-kg/"
"" ,"Bravecto 1400 mg. - de 40 a 56 kg.","Precio sin impuestos
                            : $0,00","$74.300,00 Precio sin impuestos $61.404,96 $70.585,00 con Transferencia o depósito bancario 💰","Comprimidos masticables via oral para perros Para el tratamiento y prevencion de infestaciones con pulgas y garrapatas en perros. Actua en forma inmediata y presistente durante 12 semanas. 1 comprimid","","https://lamascoteranoa.com.ar/productos/bravecto-1400-mg-de-40-a-56-kg/"
"" ,"Bravecto 250 mg. - de 4.5 a 10 kg.","Precio sin impuestos
                            : $0,00","$44.600,00 Precio sin impuestos $36.859,50 $42.370,00 con Transferencia o depósito bancario 💰","Comprimidos masticables via oral para perros Para el tratamiento y prevencion de infestaciones con pulgas y garrapatas en perros. Actua en forma inmediata y presistente durante 12 semanas. 1 comprimid","","https://lamascoteranoa.com.ar/productos/bravecto-250-mg-de-4-5-a-10-kg/"
"" ,"Bravecto 500 mg. - de 10 a 20 kg.","Precio sin impuestos
                            : $0,00","$62.800,00 Precio sin impuestos $51.900,83 $59.660,00 con Transferencia o depósito bancario 💰","Comprimidos masticables via oral para perros Para el tratamiento y prevencion de infestaciones con pulgas y garrapatas en perros. Actua en forma inmediata y presistente durante 12 semanas. 1 comprimid","","https://lamascoteranoa.com.ar/productos/bravecto-500-mg-de-10-a-20-kg/"
"" ,"CANIL PET PLUS","Precio sin impuestos
                            : $0,00","$43.400,00 Precio sin impuestos $35.867,77 $41.230,00 con Transferencia o depósito bancario 💰","Brindale a tu mascota un traslado cómodo y seguro con este canil transportador rígido , ideal para viajes en auto, transporte público o visitas al veterinario. Cuenta con una estructura firme y ventil","","https://lamascoteranoa.com.ar/productos/canil-pet-plus-2mu7t/"
